region_id,system_id,system_name,security_status,planet_id,planet_name,planet_type,celestial_index
10000001,30000008,Nirbhi,0.88,40000398,Nirbhi VI,Gas,6
10000001,30000008,Nirbhi,0.88,40000417,Nirbhi VII,Gas,7
10000001,30000008,Nirbhi,0.88,40000441,Nirbhi VIII,Gas,8
10000001,30000008,Nirbhi,0.88,40000462,Nirbhi IX,Ice,9
10000001,30000008,Nirbhi,0.88,40000468,Nirbhi X,Ice,10
10000001,30000009,Sooma,0.58,40000472,Sooma I,Storm,1
10000001,30000009,Sooma,0.58,40000473,Sooma II,Storm,2
10000001,30000009,Sooma,0.58,40000474,Sooma III,Temperate,3
10000001,30000009,Sooma,0.58,40000476,Sooma IV,Temperate,4
10000001,30000009,Sooma,0.58,40000478,Sooma V,Temperate,5
10000001,30000009,Sooma,0.58,40000481,Sooma VI,Storm,6
10000001,30000009,Sooma,0.58,40000484,Sooma VII,Gas,7
10000001,30000009,Sooma,0.58,40000505,Sooma VIII,Gas,8
10000001,30000009,Sooma,0.58,40000516,Sooma IX,Gas,9
10000001,30000009,Sooma,0.58,40000527,Sooma X,Ice,10
10000001,30000010,Chidah,0.54,40000533,Chidah I,Storm,1
10000001,30000010,Chidah,0.54,40000534,Chidah II,Storm,2
10000001,30000010,Chidah,0.54,40000535,Chidah III,Storm,3
10000001,30000010,Chidah,0.54,40000537,Chidah IV,Storm,4
10000001,30000010,Chidah,0.54,40000540,Chidah V,Gas,5
10000001,30000010,Chidah,0.54,40000553,Chidah VI,Storm,6
10000001,30000010,Chidah,0.54,40000555,Chidah VII,Gas,7
10000001,30000010,Chidah,0.54,40000570,Chidah VIII,Gas,8
10000001,30000010,Chidah,0.54,40000597,Chidah IX,Barren,9
10000001,30000010,Chidah,0.54,40000599,Chidah X,Storm,10
10000001,30000011,Shenela,0.46,40000605,Shenela I,Storm,1
10000001,30000011,Shenela,0.46,40000607,Shenela II,Storm,2
10000001,30000011,Shenela,0.46,40000608,Shenela III,Storm,3
10000001,30000011,Shenela,0.46,40000611,Shenela IV,Gas,4
10000001,30000011,Shenela,0.46,40000632,Shenela V,Temperate,5
10000001,30000011,Shenela,0.46,40000635,Shenela VI,Gas,6
10000001,30000012,Asabona,0.32,40000663,Asabona I,Storm,1
10000001,30000012,Asabona,0.32,40000665,Asabona II,Barren,2
10000001,30000012,Asabona,0.32,40000667,Asabona III,Temperate,3
10000001,30000012,Asabona,0.32,40000670,Asabona IV,Temperate,4
10000001,30000012,Asabona,0.32,40000672,Asabona V,Gas,5
10000001,30000012,Asabona,0.32,40000679,Asabona VI,Gas,6
10000001,30000012,Asabona,0.32,40000686,Asabona VII,Plasma,7
10000001,30000012,Asabona,0.32,40000689,Asabona VIII,Gas,8
10000001,30000012,Asabona,0.32,40000715,Asabona IX,Gas,9
10000001,30000012,Asabona,0.32,40000741,Asabona X,Gas,10
10000001,30000012,Asabona,0.32,40000767,Asabona XI,Storm,11
10000001,30000013,Onsooh,0.44,40000770,Onsooh I,typeID:2063,1
10000001,30000013,Onsooh,0.44,40000772,Onsooh II,Barren,2
10000001,30000013,Onsooh,0.44,40000774,Onsooh III,Storm,3
10000001,30000013,Onsooh,0.44,40000776,Onsooh IV,Temperate,4
10000001,30000013,Onsooh,0.44,40000779,Onsooh V,Temperate,5
10000001,30000013,Onsooh,0.44,40000781,Onsooh VI,Temperate,6
10000001,30000013,Onsooh,0.44,40000783,Onsooh VII,Gas,7
10000001,30000013,Onsooh,0.44,40000799,Onsooh VIII,Gas,8
10000001,30000013,Onsooh,0.44,40000824,Onsooh IX,Ice,9
10000001,30000013,Onsooh,0.44,40000854,Onsooh X,Storm,10
10000001,30000014,Shamahi,0.36,40000861,Shamahi I,Storm,1
10000001,30000014,Shamahi,0.36,40000862,Shamahi II,Barren,2
10000001,30000014,Shamahi,0.36,40000864,Shamahi III,Barren,3
10000001,30000014,Shamahi,0.36,40000866,Shamahi IV,Storm,4
10000001,30000014,Shamahi,0.36,40000868,Shamahi V,Barren,5
10000001,30000014,Shamahi,0.36,40000869,Shamahi VI,Gas,6
10000001,30000014,Shamahi,0.36,40000888,Shamahi VII,Gas,7
10000001,30000014,Shamahi,0.36,40000908,Shamahi VIII,Plasma,8
10000001,30000014,Shamahi,0.36,40000916,Shamahi IX,Ice,9
10000001,30000014,Shamahi,0.36,40000940,Shamahi X,Storm,10
10000001,30000015,Sendaya,0.29,40000942,Sendaya I,Barren,1
10000001,30000015,Sendaya,0.29,40000943,Sendaya II,Storm,2
10000001,30000015,Sendaya,0.29,40000945,Sendaya III,Storm,3
10000001,30000015,Sendaya,0.29,40000947,Sendaya IV,Plasma,4
10000001,30000015,Sendaya,0.29,40000949,Sendaya V,Temperate,5
10000001,30000015,Sendaya,0.29,40000953,Sendaya VI,Gas,6
10000001,30000015,Sendaya,0.29,40000966,Sendaya VII,Gas,7
10000001,30000015,Sendaya,0.29,40000989,Sendaya VIII,Storm,8
10000001,30000015,Sendaya,0.29,40000993,Sendaya IX,Storm,9
10000001,30000016,Nazhgete,0.39,40001000,Nazhgete I,Storm,1
10000001,30000016,Nazhgete,0.39,40001002,Nazhgete II,Storm,2
10000001,30000016,Nazhgete,0.39,40001004,Nazhgete III,Temperate,3
10000001,30000016,Nazhgete,0.39,40001006,Nazhgete IV,Plasma,4
10000001,30000016,Nazhgete,0.39,40001009,Nazhgete V,Gas,5
10000001,30000016,Nazhgete,0.39,40001012,Nazhgete VI,Temperate,6
10000001,30000016,Nazhgete,0.39,40001013,Nazhgete VII,Gas,7
10000001,30000016,Nazhgete,0.39,40001036,Nazhgete VIII,Gas,8
10000001,30000016,Nazhgete,0.39,40001060,Nazhgete IX,Gas,9
10000001,30000016,Nazhgete,0.39,40001076,Nazhgete X,Ice,10
10000001,30000017,Futzchag,0.17,40001096,Futzchag I,Storm,1
10000001,30000017,Futzchag,0.17,40001097,Futzchag II,Storm,2
10000001,30000017,Futzchag,0.17,40001099,Futzchag III,Plasma,3
10000001,30000017,Futzchag,0.17,40001101,Futzchag IV,Barren,4
10000001,30000017,Futzchag,0.17,40001103,Futzchag V,Gas,5
10000001,30000017,Futzchag,0.17,40001124,Futzchag VI,Barren,6
10000001,30000017,Futzchag,0.17,40001126,Futzchag VII,Temperate,7
10000001,30000017,Futzchag,0.17,40001128,Futzchag VIII,Gas,8
10000001,30000017,Futzchag,0.17,40001154,Futzchag IX,Gas,9
10000001,30000017,Futzchag,0.17,40001176,Futzchag X,Gas,10
10000001,30000017,Futzchag,0.17,40001181,Futzchag XI,Plasma,11
10000001,30000018,Kazna,0.23,40001183,Kazna I,Plasma,1
10000001,30000018,Kazna,0.23,40001184,Kazna II,Barren,2
10000001,30000018,Kazna,0.23,40001186,Kazna III,Gas,3
10000001,30000018,Kazna,0.23,40001200,Kazna IV,Lava,4
10000001,30000018,Kazna,0.23,40001203,Kazna V,Gas,5
10000001,30000018,Kazna,0.23,40001224,Kazna VI,Gas,6
10000001,30000018,Kazna,0.23,40001246,Kazna VII,Ice,7
10000001,30000019,Podion,0.11,40001266,Podion I,Barren,1
10000001,30000019,Podion,0.11,40001267,Podion II,Storm,2
10000001,30000019,Podion,0.11,40001269,Podion III,Lava,3
10000001,30000019,Podion,0.11,40001270,Podion IV,Storm,4
10000001,30000019,Podion,0.11,40001272,Podion V,Gas,5
10000001,30000019,Podion,0.11,40001281,Podion VI,Gas,6
10000001,30000019,Podion,0.11,40001292,Podion VII,Gas,7
10000001,30000019,Podion,0.11,40001316,Podion VIII,Gas,8
10000001,30000019,Podion,0.11,40001340,Podion IX,Storm,9
10000001,30000020,Lilmad,0.16,40001345,Lilmad I,Plasma,1
10000001,30000020,Lilmad,0.16,40001347,Lilmad II,typeID:2063,2
10000001,30000020,Lilmad,0.16,40001349,Lilmad III,Barren,3
10000001,30000020,Lilmad,0.16,40001351,Lilmad IV,Gas,4
10000001,30000020,Lilmad,0.16,40001367,Lilmad V,Gas,5
10000001,30000020,Lilmad,0.16,40001382,Lilmad VI,Temperate,6
10000001,30000020,Lilmad,0.16,40001385,Lilmad VII,Gas,7
10000001,30000020,Lilmad,0.16,40001411,Lilmad VIII,Ice,8
10000070,30000021,Kuharah,-1.0,40001415,Kuharah I,Storm,1
10000070,30000021,Kuharah,-1.0,40001417,Kuharah II,Plasma,2
10000070,30000021,Kuharah,-1.0,40001419,Kuharah III,typeID:2063,3
10000070,30000021,Kuharah,-1.0,40001424,Kuharah IV,Gas,4
10000070,30000021,Kuharah,-1.0,40001444,Kuharah V,Gas,5
10000070,30000021,Kuharah,-1.0,40001463,Kuharah VI,Gas,6
10000070,30000021,Kuharah,-1.0,40001492,Kuharah VII,Lava,7
10000070,30000021,Kuharah,-1.0,40001495,Kuharah VIII,Ice,8
10000001,30000022,Jayneleb,0.11,40001499,Jayneleb I,Barren,1
10000001,30000022,Jayneleb,0.11,40001501,Jayneleb II,Storm,2
10000001,30000022,Jayneleb,0.11,40001503,Jayneleb III,Gas,3
10000001,30000022,Jayneleb,0.11,40001519,Jayneleb IV,Gas,4
10000001,30000022,Jayneleb,0.11,40001526,Jayneleb V,Gas,5
10000001,30000022,Jayneleb,0.11,40001550,Jayneleb VI,Gas,6
10000001,30000022,Jayneleb,0.11,40001572,Jayneleb VII,Lava,7
10000001,30000022,Jayneleb,0.11,40001575,Jayneleb VIII,Plasma,8
10000001,30000022,Jayneleb,0.11,40001578,Jayneleb IX,Storm,9
10000001,30000023,Fovihi,0.87,40001582,Fovihi I,Storm,1
10000001,30000023,Fovihi,0.87,40001584,Fovihi II,Plasma,2
10000001,30000023,Fovihi,0.87,40001586,Fovihi III,typeID:2063,3
10000001,30000023,Fovihi,0.87,40001589,Fovihi IV,Gas,4
10000001,30000023,Fovihi,0.87,40001593,Fovihi V,Gas,5
10000001,30000023,Fovihi,0.87,40001614,Fovihi VI,Gas,6
10000001,30000023,Fovihi,0.87,40001639,Fovihi VII,Gas,7
10000001,30000024,Kiereend,0.84,40001645,Kiereend I,Storm,1
10000001,30000024,Kiereend,0.84,40001647,Kiereend II,Storm,2
10000001,30000024,Kiereend,0.84,40001648,Kiereend III,typeID:2063,3
10000001,30000024,Kiereend,0.84,40001650,Kiereend IV,Storm,4
10000001,30000024,Kiereend,0.84,40001652,Kiereend V,Temperate,5
10000001,30000024,Kiereend,0.84,40001655,Kiereend VI,Plasma,6
10000001,30000024,Kiereend,0.84,40001660,Kiereend VII,Gas,7
10000001,30000024,Kiereend,0.84,40001690,Kiereend VIII,Gas,8
10000001,30000025,Rashy,0.8,40001713,Rashy I,Storm,1
10000001,30000025,Rashy,0.8,40001715,Rashy II,Temperate,2
10000001,30000025,Rashy,0.8,40001717,Rashy III,Gas,3
10000001,30000025,Rashy,0.8,40001732,Rashy IV,Gas,4
10000001,30000025,Rashy,0.8,40001754,Rashy V,Gas,5
10000001,30000025,Rashy,0.8,40001779,Rashy VI,typeID:2063,6
10000001,30000026,Ordize,0.7,40001785,Ordize I,Barren,1
10000001,30000026,Ordize,0.7,40001786,Ordize II,Temperate,2
10000001,30000026,Ordize,0.7,40001789,Ordize III,Gas,3
10000001,30000026,Ordize,0.7,40001809,Ordize IV,Gas,4
10000001,30000026,Ordize,0.7,40001815,Ordize V,Ice,5
10000001,30000026,Ordize,0.7,40001825,Ordize VI,Lava,6
10000001,30000026,Ordize,0.7,40001829,Ordize VII,Ice,7
10000001,30000027,Psasa,0.75,40001834,Psasa I,Gas,1
10000001,30000027,Psasa,0.75,40001850,Psasa II,Gas,2
10000001,30000027,Psasa,0.75,40001867,Psasa III,Ice,3
10000001,30000028,Eshtah,0.77,40001892,Eshtah I,Barren,1
10000001,30000028,Eshtah,0.77,40001894,Eshtah II,Temperate,2
10000001,30000028,Eshtah,0.77,40001896,Eshtah III,Plasma,3
10000001,30000028,Eshtah,0.77,40001899,Eshtah IV,Storm,4
10000001,30000028,Eshtah,0.77,40001903,Eshtah V,Gas,5
10000001,30000028,Eshtah,0.77,40001907,Eshtah VI,Temperate,6
10000001,30000028,Eshtah,0.77,40001910,Eshtah VII,Gas,7
10000001,30000028,Eshtah,0.77,40001927,Eshtah VIII,Gas,8
10000001,30000028,Eshtah,0.77,40001957,Eshtah IX,Gas,9
10000001,30000028,Eshtah,0.77,40001981,Eshtah X,Plasma,10
10000001,30000029,Lachailes,0.57,40001985,Lachailes I,Storm,1
10000001,30000029,Lachailes,0.57,40001986,Lachailes II,Storm,2
10000001,30000029,Lachailes,0.57,40001988,Lachailes III,Storm,3
10000001,30000029,Lachailes,0.57,40001991,Lachailes IV,Temperate,4
10000001,30000029,Lachailes,0.57,40001994,Lachailes V,Gas,5
10000001,30000029,Lachailes,0.57,40002012,Lachailes VI,Gas,6
10000001,30000030,Kasrasi,0.57,40002038,Kasrasi I,Storm,1
10000001,30000030,Kasrasi,0.57,40002040,Kasrasi II,Barren,2
10000001,30000030,Kasrasi,0.57,40002041,Kasrasi III,Storm,3
10000001,30000030,Kasrasi,0.57,40002043,Kasrasi IV,Storm,4
10000001,30000030,Kasrasi,0.57,40002045,Kasrasi V,Storm,5
10000001,30000030,Kasrasi,0.57,40002047,Kasrasi VI,Gas,6
10000001,30000030,Kasrasi,0.57,40002053,Kasrasi VII,Plasma,7
10000001,30000030,Kasrasi,0.57,40002056,Kasrasi VIII,Gas,8
10000001,30000030,Kasrasi,0.57,40002068,Kasrasi IX,Gas,9
10000001,30000030,Kasrasi,0.57,40002076,Kasrasi X,Gas,10
10000001,30000031,Mohas,0.68,40002088,Mohas I,Barren,1
10000001,30000031,Mohas,0.68,40002089,Mohas II,Barren,2
10000001,30000031,Mohas,0.68,40002091,Mohas III,Temperate,3
10000001,30000031,Mohas,0.68,40002093,Mohas IV,Barren,4
10000001,30000031,Mohas,0.68,40002096,Mohas V,Storm,5
10000001,30000031,Mohas,0.68,40002098,Mohas VI,Storm,6
10000001,30000031,Mohas,0.68,40002101,Mohas VII,Temperate,7
10000001,30000031,Mohas,0.68,40002104,Mohas VIII,Gas,8
10000001,30000031,Mohas,0.68,40002123,Mohas IX,Gas,9
10000001,30000032,Hasiari,0.8,40002133,Hasiari I,Storm,1
10000001,30000032,Hasiari,0.8,40002134,Hasiari II,Barren,2
10000001,30000032,Hasiari,0.8,40002136,Hasiari III,Storm,3
10000001,30000032,Hasiari,0.8,40002138,Hasiari IV,Storm,4
10000001,30000032,Hasiari,0.8,40002139,Hasiari V,Temperate,5
10000001,30000032,Hasiari,0.8,40002141,Hasiari VI,Storm,6
10000001,30000032,Hasiari,0.8,40002144,Hasiari VII,Gas,7
10000001,30000032,Hasiari,0.8,40002151,Hasiari VIII,Gas,8
10000001,30000032,Hasiari,0.8,40002156,Hasiari IX,Storm,9
10000001,30000033,Radima,0.75,40002158,Radima I,Storm,1
10000001,30000033,Radima,0.75,40002159,Radima II,Storm,2
10000001,30000033,Radima,0.75,40002162,Radima III,Storm,3
10000001,30000033,Radima,0.75,40002164,Radima IV,Storm,4
10000001,30000033,Radima,0.75,40002165,Radima V,Barren,5
10000001,30000033,Radima,0.75,40002167,Radima VI,Gas,6
10000001,30000033,Radima,0.75,40002171,Radima VII,Storm,7
10000001,30000033,Radima,0.75,40002173,Radima VIII,Storm,8
10000001,30000033,Radima,0.75,40002176,Radima IX,Gas,9
10000001,30000033,Radima,0.75,40002183,Radima X,Gas,10
10000001,30000033,Radima,0.75,40002202,Radima XI,Gas,11
10000001,30000033,Radima,0.75,40002236,Radima XII,Storm,12
10000001,30000034,Alkez,0.78,40002243,Alkez I,Barren,1
10000001,30000034,Alkez,0.78,40002245,Alkez II,Storm,2
10000001,30000034,Alkez,0.78,40002246,Alkez III,Storm,3
10000001,30000034,Alkez,0.78,40002248,Alkez IV,Gas,4
10000001,30000034,Alkez,0.78,40002252,Alkez V,Plasma,5
10000001,30000034,Alkez,0.78,40002257,Alkez VI,Storm,6
10000001,30000034,Alkez,0.78,40002261,Alkez VII,Gas,7
10000001,30000034,Alkez,0.78,40002282,Alkez VIII,Ice,8
10000001,30000035,Nimambal,0.59,40002288,Nimambal I,Storm,1
10000001,30000035,Nimambal,0.59,40002289,Nimambal II,Barren,2
10000001,30000035,Nimambal,0.59,40002290,Nimambal III,Storm,3
10000001,30000035,Nimambal,0.59,40002291,Nimambal IV,typeID:2063,4
10000001,30000035,Nimambal,0.59,40002292,Nimambal V,Storm,5
10000001,30000035,Nimambal,0.59,40002295,Nimambal VI,Gas,6
10000001,30000035,Nimambal,0.59,40002299,Nimambal VII,Gas,7
10000001,30000035,Nimambal,0.59,40002323,Nimambal VIII,Gas,8
10000001,30000035,Nimambal,0.59,40002328,Nimambal IX,Gas,9
10000001,30000035,Nimambal,0.59,40002336,Nimambal X,Plasma,10
10000001,30000036,Yishinoon,0.42,40002341,Yishinoon I,Plasma,1
10000001,30000036,Yishinoon,0.42,40002343,Yishinoon II,Temperate,2
10000001,30000036,Yishinoon,0.42,40002345,Yishinoon III,Barren,3
10000001,30000036,Yishinoon,0.42,40002348,Yishinoon IV,Gas,4
10000001,30000036,Yishinoon,0.42,40002364,Yishinoon V,Gas,5
10000001,30000036,Yishinoon,0.42,40002382,Yishinoon VI,Gas,6
10000001,30000036,Yishinoon,0.42,40002412,Yishinoon VII,Storm,7
10000001,30000037,Uplingur,0.42,40002418,Uplingur I,Storm,1
10000001,30000037,Uplingur,0.42,40002420,Uplingur II,Gas,2
10000001,30000037,Uplingur,0.42,40002426,Uplingur III,Gas,3
10000001,30000037,Uplingur,0.42,40002444,Uplingur IV,Ice,4
10000001,30000038,Dooz,0.42,40002478,Dooz I,Storm,1
10000001,30000038,Dooz,0.42,40002479,Dooz II,Storm,2
10000001,30000038,Dooz,0.42,40002480,Dooz III,Barren,3
10000001,30000038,Dooz,0.42,40002482,Dooz IV,Temperate,4
10000001,30000038,Dooz,0.42,40002486,Dooz V,Gas,5
10000001,30000038,Dooz,0.42,40002511,Dooz VI,Lava,6
10000001,30000039,Bayuka,0.4,40002515,Bayuka I,Barren,1
10000001,30000039,Bayuka,0.4,40002516,Bayuka II,Storm,2
10000001,30000039,Bayuka,0.4,40002518,Bayuka III,Barren,3
10000001,30000039,Bayuka,0.4,40002520,Bayuka IV,Storm,4
10000001,30000039,Bayuka,0.4,40002522,Bayuka V,Gas,5
10000001,30000039,Bayuka,0.4,40002552,Bayuka VI,Gas,6
10000001,30000039,Bayuka,0.4,40002574,Bayuka VII,Gas,7
10000001,30000039,Bayuka,0.4,40002593,Bayuka VIII,Plasma,8
10000001,30000039,Bayuka,0.4,40002597,Bayuka IX,Storm,9
10000001,30000039,Bayuka,0.4,40002601,Bayuka X,Ice,10
10000001,30000040,Uzistoon,0.39,40002612,Uzistoon I,Storm,1
10000001,30000040,Uzistoon,0.39,40002613,Uzistoon II,Barren,2
10000001,30000040,Uzistoon,0.39,40002614,Uzistoon III,Storm,3
10000001,30000040,Uzistoon,0.39,40002615,Uzistoon IV,Temperate,4
10000001,30000040,Uzistoon,0.39,40002617,Uzistoon V,Temperate,5
10000001,30000040,Uzistoon,0.39,40002619,Uzistoon VI,Gas,6
10000001,30000040,Uzistoon,0.39,40002635,Uzistoon VII,Gas,7
10000001,30000040,Uzistoon,0.39,40002659,Uzistoon VIII,Lava,8
10000001,30000041,Bairshir,0.36,40002666,Bairshir I,Storm,1
10000001,30000041,Bairshir,0.36,40002667,Bairshir II,Storm,2
10000001,30000041,Bairshir,0.36,40002669,Bairshir III,Gas,3
10000001,30000041,Bairshir,0.36,40002674,Bairshir IV,Gas,4
10000001,30000041,Bairshir,0.36,40002687,Bairshir V,Gas,5
10000001,30000041,Bairshir,0.36,40002714,Bairshir VI,Ice,6
10000001,30000042,Moh,0.47,40002725,Moh I,Barren,1
10000001,30000042,Moh,0.47,40002727,Moh II,Storm,2
10000001,30000042,Moh,0.47,40002728,Moh III,Barren,3
10000001,30000042,Moh,0.47,40002730,Moh IV,Lava,4
10000001,30000042,Moh,0.47,40002734,Moh V,Gas,5
10000001,30000042,Moh,0.47,40002746,Moh VI,Storm,6
10000001,30000042,Moh,0.47,40002752,Moh VII,Plasma,7
10000001,30000043,Sari,0.38,40002759,Sari I,Barren,1
10000001,30000043,Sari,0.38,40002760,Sari II,Barren,2
10000001,30000043,Sari,0.38,40002761,Sari III,Storm,3
10000001,30000043,Sari,0.38,40002763,Sari IV,Temperate,4
10000001,30000043,Sari,0.38,40002767,Sari V,Gas,5
10000001,30000043,Sari,0.38,40002784,Sari VI,Gas,6
10000001,30000043,Sari,0.38,40002814,Sari VII,Temperate,7
10000001,30000043,Sari,0.38,40002818,Sari VIII,Storm,8
10000001,30000043,Sari,0.38,40002822,Sari IX,Ice,9
10000001,30000044,Faspera,0.13,40002838,Faspera I,Barren,1
10000001,30000044,Faspera,0.13,40002839,Faspera II,Storm,2
10000001,30000044,Faspera,0.13,40002840,Faspera III,Lava,3
10000001,30000044,Faspera,0.13,40002841,Faspera IV,Barren,4
10000001,30000044,Faspera,0.13,40002845,Faspera V,Storm,5
10000001,30000044,Faspera,0.13,40002847,Faspera VI,Storm,6
10000001,30000044,Faspera,0.13,40002851,Faspera VII,Lava,7
10000001,30000044,Faspera,0.13,40002853,Faspera VIII,Plasma,8
10000001,30000045,Jaymass,0.22,40002858,Jaymass I,Storm,1
10000001,30000045,Jaymass,0.22,40002860,Jaymass II,Plasma,2
10000001,30000045,Jaymass,0.22,40002862,Jaymass III,Lava,3
10000001,30000045,Jaymass,0.22,40002864,Jaymass IV,Gas,4
10000001,30000045,Jaymass,0.22,40002868,Jaymass V,Gas,5
10000001,30000045,Jaymass,0.22,40002888,Jaymass VI,Gas,6
10000001,30000045,Jaymass,0.22,40002917,Jaymass VII,Lava,7
10000001,30000046,Mifrata,0.3,40002920,Mifrata I,Storm,1
10000001,30000046,Mifrata,0.3,40002921,Mifrata II,typeID:2063,2
10000001,30000046,Mifrata,0.3,40002922,Mifrata III,Plasma,3
10000001,30000046,Mifrata,0.3,40002925,Mifrata IV,Gas,4
10000001,30000046,Mifrata,0.3,40002942,Mifrata V,Gas,5
10000001,30000046,Mifrata,0.3,40002968,Mifrata VI,Ice,6
10000001,30000046,Mifrata,0.3,40002974,Mifrata VII,Lava,7
10000001,30000047,Majamar,0.37,40002980,Majamar I,typeID:2063,1
10000001,30000047,Majamar,0.37,40002982,Majamar II,Barren,2
10000001,30000047,Majamar,0.37,40002984,Majamar III,Plasma,3
10000001,30000047,Majamar,0.37,40002987,Majamar IV,Plasma,4
10000001,30000047,Majamar,0.37,40002990,Majamar V,Plasma,5
10000001,30000047,Majamar,0.37,40002993,Majamar VI,Gas,6
10000001,30000047,Majamar,0.37,40003012,Majamar VII,Gas,7
10000001,30000047,Majamar,0.37,40003033,Majamar VIII,Ice,8
10000001,30000047,Majamar,0.37,40003049,Majamar IX,Ice,9
10000001,30000047,Majamar,0.37,40003055,Majamar X,Storm,10
10000001,30000048,Ihal,0.49,40003060,Ihal I,Barren,1
10000001,30000048,Ihal,0.49,40003062,Ihal II,Barren,2
10000001,30000048,Ihal,0.49,40003064,Ihal III,Gas,3
10000001,30000048,Ihal,0.49,40003069,Ihal IV,Plasma,4
10000001,30000048,Ihal,0.49,40003073,Ihal V,Gas,5
10000001,30000048,Ihal,0.49,40003086,Ihal VI,Gas,6
10000001,30000048,Ihal,0.49,40003108,Ihal VII,Gas,7
10000001,30000048,Ihal,0.49,40003128,Ihal VIII,Gas,8
10000001,30000048,Ihal,0.49,40003147,Ihal IX,Storm,9
10000001,30000048,Ihal,0.49,40003152,Ihal X,Plasma,10
10000001,30000049,Camal,0.21,40003158,Camal I,Barren,1
10000001,30000049,Camal,0.21,40003159,Camal II,Storm,2
10000001,30000049,Camal,0.21,40003161,Camal III,Lava,3
